,question,answer,context,answer_start,title
1863,"so với kết quả đề ra, kết quả đạt được của Chỉ tiêu Giao tiền nhanh (trong 24h) thay đổi như nào",giảm 0.8%,"Với q2/2023, cụm chỉ tiêu ""Tiến độ giao tiền của DV chuyển tiền"" tính đến tháng 6 năm 2023 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 3 chỉ tiêu. Những KPI chưa đạt là:
+ Chỉ tiêu Giao tiền nhanh (trong 2h) với hiện trạng là 88.0%, giảm 11.0% so với mục tiêu kpi là 99.0%. Chỉ bằng 0.98 lần so với kpi là vào quý 1 năm 2023
+ Chỉ tiêu Giao tiền nhanh (trong 4h) với hiện trạng là 85.9%, giảm 10.3% so với mục tiêu kpi là 96.2%. Chỉ bằng 0.92 lần so với kpi là q1/2023
+ Chỉ tiêu Giao tiền nhanh (trong 24h) với hiện trạng là 83.2%, giảm 0.8% so với mục tiêu kpi là 84.0%. Giảm 2.1% so với kpi là quý trước đó",580,groupMonthDetail
1864,"kết quả của cụm chỉ tiêu ""Tỷ lệ xử lý PA/KN"" không đạt bao nhiêu chỉ tiêu",2 chỉ tiêu,"Trong quý 2 năm 2020, cụm chỉ tiêu ""Tỷ lệ xử lý PA/KN"" tính đến tháng 6 năm 2020 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu, số chỉ tiêu đạt là 1 chỉ tiêu. bao gồm:
+ Chỉ tiêu Tỷ lệ xử lý tại bàn (Kênh FO) - Dịch vụ ViettelPay có kêt quả là 80.8%. Quý 2 năm 2019 chỉ tiêu có được là 93.7%
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ ViettelPay có kêt quả là 80.0%. Ngoài ra với 2/2019 chỉ tiêu có được là 80.7% chỉ bằng 0.99 lần
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền có kêt quả là 92.3%. Ngoài ra cùng kỳ năm trước chỉ tiêu có được là 98.0% giảm 5.7%",172,groupMonthDetail
1865,"cụm chỉ tiêu ""Tỷ lệ xử lý PA/KN"" đạt bao nhiêu chỉ tiêu đề ra",1 chỉ tiêu,"Trong quý 2 năm 2020, cụm chỉ tiêu ""Tỷ lệ xử lý PA/KN"" tính đến tháng 6 năm 2020 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu, số chỉ tiêu đạt là 1 chỉ tiêu. bao gồm:
+ Chỉ tiêu Tỷ lệ xử lý tại bàn (Kênh FO) - Dịch vụ ViettelPay có kêt quả là 80.8%. Quý 2 năm 2019 chỉ tiêu có được là 93.7%
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ ViettelPay có kêt quả là 80.0%. Ngoài ra với 2/2019 chỉ tiêu có được là 80.7% chỉ bằng 0.99 lần
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền có kêt quả là 92.3%. Ngoài ra cùng kỳ năm trước chỉ tiêu có được là 98.0% giảm 5.7%",203,groupMonthDetail
1866,kết quả của Chỉ tiêu Tỷ lệ xử lý tại bàn (Kênh FO) - Dịch vụ ViettelPay  đạt được là bao nhiêu,80.8%,"Trong quý 2 năm 2020, cụm chỉ tiêu ""Tỷ lệ xử lý PA/KN"" tính đến tháng 6 năm 2020 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu, số chỉ tiêu đạt là 1 chỉ tiêu. bao gồm:
+ Chỉ tiêu Tỷ lệ xử lý tại bàn (Kênh FO) - Dịch vụ ViettelPay có kêt quả là 80.8%. Quý 2 năm 2019 chỉ tiêu có được là 93.7%
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ ViettelPay có kêt quả là 80.0%. Ngoài ra với 2/2019 chỉ tiêu có được là 80.7% chỉ bằng 0.99 lần
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền có kêt quả là 92.3%. Ngoài ra cùng kỳ năm trước chỉ tiêu có được là 98.0% giảm 5.7%",300,groupMonthDetail
1867,Chỉ tiêu Tỷ lệ xử lý tại bàn (Kênh FO) - Dịch vụ ViettelPay  cùng kỳ năm ngoái đạt được bao nhiêu,93.7%,"Trong quý 2 năm 2020, cụm chỉ tiêu ""Tỷ lệ xử lý PA/KN"" tính đến tháng 6 năm 2020 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu, số chỉ tiêu đạt là 1 chỉ tiêu. bao gồm:
+ Chỉ tiêu Tỷ lệ xử lý tại bàn (Kênh FO) - Dịch vụ ViettelPay có kêt quả là 80.8%. Quý 2 năm 2019 chỉ tiêu có được là 93.7%
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ ViettelPay có kêt quả là 80.0%. Ngoài ra với 2/2019 chỉ tiêu có được là 80.7% chỉ bằng 0.99 lần
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền có kêt quả là 92.3%. Ngoài ra cùng kỳ năm trước chỉ tiêu có được là 98.0% giảm 5.7%",342,groupMonthDetail
1868,thực tế Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ ViettelPay đạt được bao nhiêu,80.0%,"Trong quý 2 năm 2020, cụm chỉ tiêu ""Tỷ lệ xử lý PA/KN"" tính đến tháng 6 năm 2020 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu, số chỉ tiêu đạt là 1 chỉ tiêu. bao gồm:
+ Chỉ tiêu Tỷ lệ xử lý tại bàn (Kênh FO) - Dịch vụ ViettelPay có kêt quả là 80.8%. Quý 2 năm 2019 chỉ tiêu có được là 93.7%
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ ViettelPay có kêt quả là 80.0%. Ngoài ra với 2/2019 chỉ tiêu có được là 80.7% chỉ bằng 0.99 lần
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền có kêt quả là 92.3%. Ngoài ra cùng kỳ năm trước chỉ tiêu có được là 98.0% giảm 5.7%",426,groupMonthDetail
1869,"so với cùng kỳ năm ngoái, Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ ViettelPay đạt bao nhiêu lần",0.99 lần,"Trong quý 2 năm 2020, cụm chỉ tiêu ""Tỷ lệ xử lý PA/KN"" tính đến tháng 6 năm 2020 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu, số chỉ tiêu đạt là 1 chỉ tiêu. bao gồm:
+ Chỉ tiêu Tỷ lệ xử lý tại bàn (Kênh FO) - Dịch vụ ViettelPay có kêt quả là 80.8%. Quý 2 năm 2019 chỉ tiêu có được là 93.7%
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ ViettelPay có kêt quả là 80.0%. Ngoài ra với 2/2019 chỉ tiêu có được là 80.7% chỉ bằng 0.99 lần
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền có kêt quả là 92.3%. Ngoài ra cùng kỳ năm trước chỉ tiêu có được là 98.0% giảm 5.7%",488,groupMonthDetail
1870,thực trạng Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền đạt được là bao nhiêu,92.3%,"Trong quý 2 năm 2020, cụm chỉ tiêu ""Tỷ lệ xử lý PA/KN"" tính đến tháng 6 năm 2020 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu, số chỉ tiêu đạt là 1 chỉ tiêu. bao gồm:
+ Chỉ tiêu Tỷ lệ xử lý tại bàn (Kênh FO) - Dịch vụ ViettelPay có kêt quả là 80.8%. Quý 2 năm 2019 chỉ tiêu có được là 93.7%
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ ViettelPay có kêt quả là 80.0%. Ngoài ra với 2/2019 chỉ tiêu có được là 80.7% chỉ bằng 0.99 lần
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền có kêt quả là 92.3%. Ngoài ra cùng kỳ năm trước chỉ tiêu có được là 98.0% giảm 5.7%",576,groupMonthDetail
1871,"so với cùng kỳ năm ngoái, Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền thay đổi như nào",giảm 5.7%,"Trong quý 2 năm 2020, cụm chỉ tiêu ""Tỷ lệ xử lý PA/KN"" tính đến tháng 6 năm 2020 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu, số chỉ tiêu đạt là 1 chỉ tiêu. bao gồm:
+ Chỉ tiêu Tỷ lệ xử lý tại bàn (Kênh FO) - Dịch vụ ViettelPay có kêt quả là 80.8%. Quý 2 năm 2019 chỉ tiêu có được là 93.7%
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ ViettelPay có kêt quả là 80.0%. Ngoài ra với 2/2019 chỉ tiêu có được là 80.7% chỉ bằng 0.99 lần
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền có kêt quả là 92.3%. Ngoài ra cùng kỳ năm trước chỉ tiêu có được là 98.0% giảm 5.7%",636,groupMonthDetail
1872,kết quả của Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền năm ngoái đạt được là bao nhiêu,98.0%,"Trong quý 2 năm 2020, cụm chỉ tiêu ""Tỷ lệ xử lý PA/KN"" tính đến tháng 6 năm 2020 với đơn vị % và điều kiện >= có số chỉ tiêu con là 3, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu, số chỉ tiêu đạt là 1 chỉ tiêu. bao gồm:
+ Chỉ tiêu Tỷ lệ xử lý tại bàn (Kênh FO) - Dịch vụ ViettelPay có kêt quả là 80.8%. Quý 2 năm 2019 chỉ tiêu có được là 93.7%
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ ViettelPay có kêt quả là 80.0%. Ngoài ra với 2/2019 chỉ tiêu có được là 80.7% chỉ bằng 0.99 lần
+ Chỉ tiêu Tỷ lệ xử lý trong hạn (Kênh BO) - Dịch vụ Chuyển tiền có kêt quả là 92.3%. Ngoài ra cùng kỳ năm trước chỉ tiêu có được là 98.0% giảm 5.7%",630,groupMonthDetail
1873,"số chỉ tiêu cần thiết để hoàn thành cụm chỉ tiêu ""Tỷ lệ xử lý phản ánh của KH"" là bao nhiêu",2,"Trong năm 2021, cụm chỉ tiêu ""Tỷ lệ xử lý phản ánh của KH"" tính đến tháng 9 năm 2021 vớI điều kiện để đạt được là >= có số chỉ tiêu con là 2, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu. Những KPI không đạt là:
+ Chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát có kpi nhận được là 87.1%, giảm 12.4% so với kpi nhận được năm ngoái
+ Chỉ tiêu Tỷ lệ xử lý đúng hạn dịch vụ chuyển phát có kpi nhận được là 82.2%, gấp 1.03 lần so với kpi nhận được vào năm trước - năm 2020",139,groupMonthDetail
1874,"số chỉ tiêu của cụm chỉ tiêu ""Tỷ lệ xử lý phản ánh của KH"" mà đơn vị không đạt được là bao nhiêu",2 chỉ tiêu,"Trong năm 2021, cụm chỉ tiêu ""Tỷ lệ xử lý phản ánh của KH"" tính đến tháng 9 năm 2021 vớI điều kiện để đạt được là >= có số chỉ tiêu con là 2, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu. Những KPI không đạt là:
+ Chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát có kpi nhận được là 87.1%, giảm 12.4% so với kpi nhận được năm ngoái
+ Chỉ tiêu Tỷ lệ xử lý đúng hạn dịch vụ chuyển phát có kpi nhận được là 82.2%, gấp 1.03 lần so với kpi nhận được vào năm trước - năm 2020",179,groupMonthDetail
1875,kpi nhận được của Chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát  là bao nhiêu,87.1%,"Trong năm 2021, cụm chỉ tiêu ""Tỷ lệ xử lý phản ánh của KH"" tính đến tháng 9 năm 2021 vớI điều kiện để đạt được là >= có số chỉ tiêu con là 2, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu. Những KPI không đạt là:
+ Chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát có kpi nhận được là 87.1%, giảm 12.4% so với kpi nhận được năm ngoái
+ Chỉ tiêu Tỷ lệ xử lý đúng hạn dịch vụ chuyển phát có kpi nhận được là 82.2%, gấp 1.03 lần so với kpi nhận được vào năm trước - năm 2020",306,groupMonthDetail
1876,"so với cùng kỳ năm ngoái, Chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát  biến động như nào",giảm 12.4%,"Trong năm 2021, cụm chỉ tiêu ""Tỷ lệ xử lý phản ánh của KH"" tính đến tháng 9 năm 2021 vớI điều kiện để đạt được là >= có số chỉ tiêu con là 2, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu. Những KPI không đạt là:
+ Chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát có kpi nhận được là 87.1%, giảm 12.4% so với kpi nhận được năm ngoái
+ Chỉ tiêu Tỷ lệ xử lý đúng hạn dịch vụ chuyển phát có kpi nhận được là 82.2%, gấp 1.03 lần so với kpi nhận được vào năm trước - năm 2020",313,groupMonthDetail
1877,kết quả đạt được của  Chỉ tiêu Tỷ lệ xử lý đúng hạn dịch vụ chuyển phát là bao nhiêu,82.2%,"Trong năm 2021, cụm chỉ tiêu ""Tỷ lệ xử lý phản ánh của KH"" tính đến tháng 9 năm 2021 vớI điều kiện để đạt được là >= có số chỉ tiêu con là 2, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu. Những KPI không đạt là:
+ Chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát có kpi nhận được là 87.1%, giảm 12.4% so với kpi nhận được năm ngoái
+ Chỉ tiêu Tỷ lệ xử lý đúng hạn dịch vụ chuyển phát có kpi nhận được là 82.2%, gấp 1.03 lần so với kpi nhận được vào năm trước - năm 2020",435,groupMonthDetail
1878,"so với kết quả đạt được của năm trước,  Chỉ tiêu Tỷ lệ xử lý đúng hạn dịch vụ chuyển phát năm nay gấp bao nhiêu lần",1.03 lần,"Trong năm 2021, cụm chỉ tiêu ""Tỷ lệ xử lý phản ánh của KH"" tính đến tháng 9 năm 2021 vớI điều kiện để đạt được là >= có số chỉ tiêu con là 2, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu. Những KPI không đạt là:
+ Chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát có kpi nhận được là 87.1%, giảm 12.4% so với kpi nhận được năm ngoái
+ Chỉ tiêu Tỷ lệ xử lý đúng hạn dịch vụ chuyển phát có kpi nhận được là 82.2%, gấp 1.03 lần so với kpi nhận được vào năm trước - năm 2020",446,groupMonthDetail
1879,"đơn vị của cụm chỉ tiêu ""Thời gian trung bình để xử lý một PAKH"" là gì",giờ,"Trong quý 3 năm 2022, cụm chỉ tiêu ""Thời gian trung bình để xử lý một PAKH"" tính đến tháng 9 năm 2022 với đơn vị giờ có số chỉ tiêu con là 2, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu.",113,groupMonthDetail
1880,"số chỉ tiêu con của cụm chỉ tiêu ""Thời gian trung bình để xử lý một PAKH"" là bao nhiêu",2,"Trong quý 3 năm 2022, cụm chỉ tiêu ""Thời gian trung bình để xử lý một PAKH"" tính đến tháng 9 năm 2022 với đơn vị giờ có số chỉ tiêu con là 2, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu.",139,groupMonthDetail
1881,"có bao nhiêu chỉ tiêu con trong cụm chỉ tiêu ""Thời gian trung bình để xử lý một PAKH""",2,"Trong quý 3 năm 2022, cụm chỉ tiêu ""Thời gian trung bình để xử lý một PAKH"" tính đến tháng 9 năm 2022 với đơn vị giờ có số chỉ tiêu con là 2, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu.",139,groupMonthDetail
1882,"cụm chỉ tiêu ""Thời gian trung bình để xử lý một PAKH"" không đạt bao nhiêu chỉ tiêu",2 chỉ tiêu,"Trong quý 3 năm 2022, cụm chỉ tiêu ""Thời gian trung bình để xử lý một PAKH"" tính đến tháng 9 năm 2022 với đơn vị giờ có số chỉ tiêu con là 2, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu.",179,groupMonthDetail
1883,"số chỉ tiêu không đạt của cụm chỉ tiêu ""Thời gian trung bình để xử lý một PAKH"" là bao nhiêu",2 chỉ tiêu,"Trong quý 3 năm 2022, cụm chỉ tiêu ""Thời gian trung bình để xử lý một PAKH"" tính đến tháng 9 năm 2022 với đơn vị giờ có số chỉ tiêu con là 2, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu.",179,groupMonthDetail
1884,"cụm chỉ tiêu ""Tỷ lệ phản ánh khiếu nại của Khách hàng"" yêu cầu bao nhiêu chỉ tiêu con",2,"Với q2/2021, cụm chỉ tiêu ""Tỷ lệ phản ánh khiếu nại của Khách hàng"" tính đến tháng 4 năm 2021 với đơn vị phản ánh và điều kiện <= có số chỉ tiêu con là 2, trong đó có số chỉ tiêu không đạt là 2 chỉ tiêu.",152,groupMonthDetail
